#{"t_start": 1760363941.1958025, "env_id": "LunarLander-v3"}
r,l,t
-44.995639,654,519.904912
-22.568928,128,520.06739
-6.034538,1000,521.385035
-5.503151,205,521.647686
-90.71611,108,521.785927
40.272965,121,521.939113
-11.028428,144,522.138199
-2.76295,159,522.346506
-141.776239,786,523.374816
-32.004827,197,523.642334
-5.68515,1000,524.927651
-27.850115,123,525.084272
-28.896078,232,525.382537
-144.412833,935,527.012841
-43.008101,109,527.22319
45.497441,118,527.439619
-42.832022,1000,528.92843
45.636049,361,529.375339
-66.060514,1000,529.911205
-30.133638,1000,530.367963
-39.562575,1000,530.846784
-70.635924,1000,531.306954
-81.078921,1000,531.763501
7.900872,353,532.242323
-62.084965,104,532.382759
66.516296,1000,533.667042
-140.679886,763,534.668609
-3.456489,116,534.820882
-82.103267,1000,536.16698
-45.761101,1000,537.458566
-10.079193,175,537.682667
-40.773454,1000,539.366018
-24.408353,185,539.721523
-38.287711,84,539.882331
-15.713552,1000,541.377007
-10.058411,1000,542.662472
-40.57225,186,542.897459
-38.812201,187,543.139264
79.568749,1000,544.476789
4.477359,270,544.831363
-69.081449,1000,546.102469
-37.426713,1000,546.570762
-3.274582,1000,547.021965
-26.100175,1000,547.482148
-4.64769,1000,547.950551
-43.838288,123,548.113055
-20.018552,125,548.272338
10.69155,143,548.458679
-41.882408,788,549.448119
-14.203135,1000,550.911598
-24.888588,289,551.416187
-37.875911,202,551.791756
-21.663617,1000,553.397879
4.100276,98,553.515113
-8.728858,1000,554.82656
-101.573049,117,555.009336
4.971541,342,555.458345
-1.110921,1000,556.775
35.442356,1000,558.077202
-32.507162,154,558.27104
-49.240047,1000,559.544409
-29.324932,1000,560.829979
-15.712414,1000,562.099202
-26.50359,1000,562.582479
-35.601633,1000,563.172891
-38.833046,1000,563.783678
-16.339402,1000,564.40992
-8.080453,519,565.401776
-5.382824,1000,566.691093
-100.061944,400,567.241314
36.877022,243,567.573608
32.959906,1000,568.939572
33.716854,1000,570.252883
-11.6704,1000,571.513833
-19.379206,1000,572.844624
-8.409678,1000,574.221182
41.067104,174,574.460739
-1.348595,1000,576.139581
-37.817672,105,576.332816
-22.776617,1000,578.087334
-28.697679,1000,579.278386
-12.66545,1000,579.738329
-41.27016,1000,580.208688
-0.835733,1000,580.671951
-33.18131,1000,581.137483
-7.941783,299,581.546877
-0.779505,1000,582.838455
-4.803242,1000,584.137022
10.046925,1000,585.485289
-13.203739,125,585.659777
49.883359,1000,587.014704
-7.247172,124,587.176041
-41.096196,177,587.427838
10.412667,1000,589.130363
-44.402084,1000,590.775771
36.802744,1000,592.112144
19.793094,1000,593.436346
-33.035447,1000,594.788255
-46.880412,1000,595.636879
1.258477,1000,596.098476
11.452221,1000,596.546956
-33.702473,1000,597.01487
-0.07306,1000,597.466668
6.3613,101,597.612271
-30.235117,1000,598.931229
10.006838,142,599.109766
-55.917326,1000,600.558621
11.633538,1000,602.418579
-38.457228,1000,603.744381
-23.353704,1000,604.998724
-28.481795,135,605.180605
-22.441237,1000,606.48289
-6.499991,1000,607.797372
-21.004711,1000,609.101019
6.596315,1000,610.422917
183.293806,368,610.903322
-43.249105,1000,611.698852
30.606904,1000,612.143329
2.495077,1000,612.669135
3.041272,1000,613.281909
-14.412876,1000,613.896359
-21.987255,152,614.193045
-66.158033,172,614.540049
-58.442287,1000,615.994377
-36.25967,1000,617.249042
23.366933,1000,618.560192
-6.027451,1000,619.866922
-10.826884,88,619.986963
12.836366,1000,621.266202
0.879038,1000,622.513104
5.661907,125,622.676412
-105.493689,671,623.505812
-3.519516,1000,624.77878
-30.081194,1000,626.51681
17.340605,1000,628.286718
-8.402528,1000,628.738209
-37.2483,1000,629.190332
-51.06903,1000,629.641403
-27.792063,1000,630.082145
-16.35877,1000,631.36561
4.432656,1000,632.65139
-19.363553,1000,633.928016
13.23123,1000,635.164368
5.701467,1000,636.451986
-145.909597,111,636.59561
-16.793615,1000,638.140517
20.830067,150,638.411177
-19.42484,1000,640.116567
-6.366059,1000,641.370889
-36.23269,1000,642.64816
-1.756932,1000,644.062173
5.114714,1000,644.508943
-30.306079,1000,644.971999
0.848414,1000,645.422454
-12.469179,1000,645.879895
8.128627,1000,647.160255
-24.844087,100,647.282299
-7.677541,1000,648.542531
6.474312,1000,649.858447
-47.118962,1000,651.638283
-10.171858,1000,653.078581
-13.134305,1000,654.429557
-0.419842,1000,655.799514
-28.36285,1000,657.093928
-23.686892,1000,658.347156
17.276426,1000,659.963808
4.105874,1000,660.415241
2.17226,1000,660.883582
12.300755,1000,661.324795
-2.147803,1000,661.792941
-40.990646,1000,663.443281
-75.139547,1000,665.070254
-50.949875,1000,666.415941
-41.814094,1000,667.710627
-23.627893,1000,669.0266
-50.344589,1000,670.285142
-10.093618,159,670.485632
-101.29635,1000,671.787179
-27.481113,1000,673.121803
-16.697933,1000,674.468842
-37.3276,1000,676.643341
-79.71044,1000,677.214818
-34.311279,1000,677.685589
-10.26704,1000,678.141901
-46.337713,1000,678.593929
-40.304134,1000,679.944946
-40.495883,1000,681.296207
-26.570166,1000,682.656042
-49.931422,1000,683.987941
-78.261062,1000,685.338809
-22.996889,1000,686.692305
-64.960947,1000,688.45002
-64.378998,1000,690.154575
-54.007534,1000,691.512578
-37.394097,1000,692.887517
-65.281341,1000,693.351286
-65.393427,1000,693.812884
-53.323667,1000,694.273372
-72.983519,1000,694.729546
-68.74496,1000,695.186812
-112.231625,1000,696.512902
-44.868321,1000,697.859633
-59.867802,1000,699.218809
-115.003159,1000,701.105831
-64.150982,1000,702.712168
-69.25419,1000,704.088381
-80.253945,1000,705.46473
-24.281404,157,705.703821
-96.719575,1000,707.065318
-81.513334,1000,708.409098
-88.7058,1000,710.021765
-114.001512,1000,710.470987
-55.274658,1000,710.939871
-77.131016,1000,711.387991
-106.850893,1000,711.884043
-11.85404,226,712.34463
-25.896932,200,712.739022
-72.928907,1000,714.620828
-9.033018,153,714.840382
-30.808508,1000,716.26096
-82.311239,1000,717.651764
-42.194906,202,717.92753
-71.79976,1000,719.307116
-95.098663,1000,720.700447
-98.819225,1000,722.067855
-122.556767,1000,723.466928
-96.565991,1000,725.119614
-108.400103,1000,727.019051
-94.223153,1000,727.797699
-98.541775,1000,728.259885
-97.777557,1000,728.735193
-144.071137,1000,729.196845
-124.091646,1000,729.656241
-64.815862,1000,731.068004
-84.35312,1000,732.465647
-90.479204,1000,733.883457
216.719242,410,734.455184
-60.898712,1000,735.861517
-55.249281,1000,737.460251
-84.317375,1000,739.372868
-69.301422,1000,740.748457
-107.040808,1000,742.097895
-118.708908,1000,743.507992
-121.144511,1000,744.810302
-92.29686,1000,745.271099
-100.492486,1000,745.752429
-84.682623,1000,746.210034
-81.148154,1000,746.683783
-110.079939,1000,748.062549
-114.831488,1000,749.622819
-86.581279,1000,751.56865
-113.962691,1000,752.974643
-105.486738,1000,754.354938
-106.47715,1000,755.760838
-68.967944,1000,757.183609
-57.954896,1000,758.577771
-78.391395,1000,759.961667
-100.801698,1000,761.373805
-101.14283,1000,761.956103
-49.027239,1000,762.569346
-95.48119,1000,763.182751
-71.555321,1000,763.842859
-83.559208,1000,764.35441
-110.380462,1000,765.724668
-77.226158,1000,767.102683
-47.248949,1000,768.513287
-62.838375,1000,769.923438
-86.889156,1000,771.306752
-97.706227,1000,772.720528
-71.14646,1000,774.250762
-49.54842,1000,776.334914
-39.733098,1000,777.781486
-248.275574,872,779.028693
-174.207616,480,779.427673
-214.725138,578,779.695009
-214.368003,392,779.870249
-230.489774,743,780.222424
-242.706958,683,780.532771
-262.137162,974,781.903065
-239.689283,846,783.089787
-104.414541,1000,784.485676
-249.298364,837,785.71348
-248.282645,750,786.984067
-250.307326,853,788.703745
-203.833465,535,789.473993
-200.727847,540,790.228805
-209.450424,627,791.088067
-225.286257,629,791.973459
-244.493287,835,793.112256
-255.812388,662,794.024984
-161.578909,442,794.633542
-148.388525,462,795.267565
-152.488483,441,795.485349
-87.47781,1000,795.950496
-223.705567,675,796.258789
-193.254143,717,796.58688
-150.67309,466,796.816686
-202.504324,523,797.563355
-161.512273,611,798.419375
-234.226846,655,799.591527
-199.191381,659,800.903452
-90.860783,1000,802.418306
-135.792188,386,802.979061
-168.47259,612,803.834561
-232.05097,661,804.768327
-264.576722,837,805.944251
-175.945145,779,807.021741
-152.44535,567,807.810004
-190.34226,687,808.787768
-10.974381,1000,810.201946
-177.265102,612,811.068034
-274.151769,835,812.418442
-197.134154,629,812.802072
-64.961138,1000,813.488787
-22.666865,1000,814.020256
-239.790509,962,814.46227
-129.600003,1000,815.962417
-171.810549,1000,817.447069
33.956576,1000,818.932362
-135.094856,1000,820.404459
67.707435,1000,821.887555
-107.367826,1000,823.289252
-27.739996,1000,825.157858
218.280972,952,826.874322
-56.496236,1000,828.298379
-76.565184,1000,829.706057
-134.15715,1000,830.238836
164.006399,890,830.660721
190.245477,823,831.048014
123.505362,1000,831.536271
-123.507177,1000,831.99215
-68.14863,1000,833.421192
-62.514599,1000,834.84039
80.773859,1000,836.335025
-40.549042,1000,838.3298
161.089237,745,839.472229
-51.967189,1000,840.910815
263.470505,695,841.917115
166.741579,737,842.972721
-42.62842,1000,844.383613
194.828235,679,845.355656
-1.174883,542,846.151987
252.728231,502,846.902663
231.588784,590,847.319664
84.805268,1000,847.790627
224.418235,577,848.064855
93.897467,1000,848.548953
244.568635,269,848.693352
224.617424,531,849.808557
226.182734,379,850.568617
226.87807,393,851.326242
277.055421,347,851.81811
255.089222,387,852.370835
227.791737,252,852.741862
255.129823,361,853.278644
252.532589,254,853.647486
240.360127,342,854.137678
263.039908,255,854.526479
79.537733,1000,856.00376
245.849763,843,857.21788
269.792633,302,857.665822
241.855142,280,858.050001
105.751026,795,859.215476
272.70647,374,859.761491
242.749113,320,860.215591
245.546666,463,860.900749
234.597418,518,861.878632
236.234856,440,862.791721
219.109958,320,863.479792
269.059771,376,864.037627
267.920142,447,864.705347
252.764586,452,864.959955
245.504685,390,865.137383
261.825459,318,865.282244
263.209943,382,865.454954
255.510757,383,865.630094
228.808369,590,866.523367
212.908546,310,866.975224
215.982334,294,867.37618
179.078005,817,868.566731
235.395666,478,869.275466
250.730899,351,869.772259
265.962932,452,870.435824
242.260984,504,871.175594
238.58061,600,872.051928
283.588492,388,872.610792
194.100644,537,873.387112
280.004082,389,874.169646
188.429908,851,876.002148
248.595847,438,876.67507
220.01154,371,877.233643
215.581418,658,878.198374
208.977809,422,878.843715
226.833918,325,879.287722
225.789241,379,879.84171
221.910339,340,880.337574
256.213176,498,881.277309
258.877631,375,881.457352
266.331915,378,881.639892
227.064432,360,881.804756
238.673846,423,881.993571
205.910606,501,882.748022
235.087793,587,883.635444
220.002945,400,884.194809
0.250902,1000,885.673386
181.318706,818,887.25006
221.426574,489,888.294065
248.319901,353,888.864758
258.905957,574,889.699415
214.067725,492,890.443989
234.501352,478,891.143496
267.221623,478,891.829457
207.357825,369,892.359957
211.17274,564,893.162879
7.066409,1000,894.582738
46.09056,1000,896.048805
216.274831,803,897.240799
97.504536,1000,897.84751
123.407431,1000,898.334264
111.252853,1000,898.973384
98.120595,1000,899.627217
125.039436,1000,900.269535
238.851777,583,901.329541
190.875481,730,902.377143
171.441024,914,903.709711
163.634186,749,904.759152
-6.858846,1000,906.21385
-43.151677,1000,907.651035
-11.171859,1000,909.063924
251.131072,492,909.781651
20.746777,1000,911.30804
-21.587067,1000,913.34451
-23.994384,1000,914.778897
-34.086341,1000,916.032177
-9.850797,1000,916.483129
-42.189211,1000,916.943484
-42.185802,1000,917.420171
-33.324234,1000,917.871001
-28.828898,1000,919.294984
-17.103155,1000,920.663782
12.46877,1000,922.091393
-21.577442,1000,923.654921
11.986281,1000,925.744143
175.19318,714,926.765861
7.008802,1000,928.202737
142.411948,944,929.616104
-58.680801,1000,931.03745
197.517226,654,931.955223
-101.857529,1000,933.373471
-7.849997,1000,933.841658
-50.187974,1000,934.296698
-183.422396,1000,934.753487
-6.591291,1000,935.218499
-22.448674,1000,937.075915
-214.238553,1000,938.88141
-22.720236,1000,940.32597
-269.158487,1000,941.760202
-5.244172,1000,943.177496
-45.03448,1000,944.621952
-18.792769,1000,946.094291
167.308321,793,947.222092
-9.979538,1000,948.892588
-44.996214,1000,950.847947
-31.458383,1000,951.585119
-99.048828,1000,952.055459
-68.936974,1000,952.509738
-29.767771,1000,952.975794
-0.073572,1000,953.422541
128.911971,854,954.676024
-3.714652,1000,956.121311
21.012679,1000,957.569717
-0.710196,1000,959.259354
-51.466323,1000,961.404619
-39.084911,1000,963.362417
-12.777485,1000,964.776841
-5.65908,1000,966.178305
-17.134819,1000,967.629229
21.69158,1000,969.089036
21.133953,1000,969.764619
-40.947204,1000,970.212979
3.06403,1000,970.683255
-12.621962,1000,971.124102
15.278483,1000,971.568192
-8.680827,1000,972.993226
-11.191924,1000,974.988126
-25.063514,1000,976.578663
176.832853,797,977.688757
-26.738133,1000,979.133732
-48.823031,1000,980.508295
10.203427,1000,981.919723
172.309374,583,982.753295
-21.018611,1000,984.180547
-40.048898,1000,986.51327
-14.831694,1000,988.314553
-16.392769,1000,988.781692
30.251369,1000,989.230806
-0.113188,1000,989.698117
-55.164101,1000,990.152917
-27.747685,1000,991.590351
-18.730112,1000,992.968634
-19.94718,1000,994.350345
-47.065879,1000,995.773993
-34.812283,1000,997.180675
-8.552008,1000,998.867711
244.19209,517,999.849142
-29.512695,1000,1001.42203
0.082975,1000,1002.851953
-9.919473,1000,1004.263567
-23.028885,1000,1005.375282
-15.27726,1000,1005.824162
-24.97536,1000,1006.283521
11.232184,1000,1006.740897
27.478581,1000,1007.192381
-31.473335,1000,1008.58451
-20.627577,1000,1009.971405
-6.207162,1000,1011.757143
-0.897921,1000,1013.484543
214.704059,565,1014.291743
-14.191569,1000,1015.73097
191.368925,947,1017.071037
151.261811,894,1018.294816
5.001054,1000,1019.671509
-23.857697,1000,1021.043834
-6.529456,1000,1022.330842
-22.858316,1000,1022.784524
11.801579,1000,1023.402187
-4.391106,1000,1024.009382
24.147767,1000,1024.633983
9.184186,1000,1026.302388
-9.729679,1000,1027.7159
26.140475,1000,1029.115222
194.36145,612,1029.968447
234.390079,461,1030.629869
192.087598,468,1031.262429
216.656599,552,1032.046067
258.187281,499,1032.755998
206.405324,538,1033.497969
-46.500541,1000,1034.87325
213.119561,693,1036.060889
243.878824,581,1037.202322
20.386402,1000,1038.800921
33.311553,1000,1040.090764
189.28938,603,1040.364238
206.770541,812,1040.738966
3.249627,1000,1041.201454
-10.210397,1000,1041.653301
208.245958,621,1042.555859
217.900875,644,1043.462798
-10.09063,1000,1044.863028
213.70786,502,1045.554884
-19.335157,1000,1046.90254
205.08882,738,1048.004488
230.501204,645,1049.25986
210.133491,719,1050.564339
137.375397,775,1051.645628
199.518442,847,1052.824127
170.816947,937,1054.135013
179.486013,823,1055.327786
222.617923,501,1056.034376
210.129932,791,1056.745285
220.874636,605,1057.016185
194.281079,812,1057.407244
256.841706,406,1057.606183
198.323632,734,1057.93734
237.336497,653,1058.879446
216.636946,552,1059.683804
199.696796,659,1060.809803
216.645788,463,1061.697572
218.222607,554,1062.789902
220.033366,714,1063.817525
183.652787,719,1064.852925
184.015563,852,1066.079633
227.129781,518,1066.800015
174.406082,685,1067.777666
226.673783,606,1068.631193
251.512163,437,1069.242726
265.601744,380,1069.790669
244.141598,566,1070.618268
256.265299,625,1071.527013
173.663384,626,1072.426685
17.212244,1000,1073.799891
-25.622377,1000,1074.4242
146.625202,974,1075.074198
-13.32303,1000,1075.554095
216.548655,668,1075.860217
228.289339,504,1076.595678
206.906457,562,1077.394722
195.595992,790,1078.52758
203.693324,499,1079.205354
244.896362,448,1079.859444
223.178696,633,1080.767473
231.297862,561,1081.537865
223.078478,537,1082.293004
192.018832,845,1083.542747
188.149054,681,1084.516278
229.699601,472,1085.234344
201.000471,701,1086.613695
229.377109,727,1088.004963
-11.953083,1000,1089.396856
188.042718,647,1090.306123
159.06437,873,1091.230445
153.884047,956,1091.658777
173.159284,672,1091.957984
147.503803,852,1092.350492
17.873746,1000,1092.811515
223.504264,376,1093.374233
204.585393,619,1094.270994
279.890963,352,1094.785029
229.034236,507,1095.513191
279.7562,322,1095.994497
210.648912,717,1097.027343
203.007206,588,1098.026423
239.245816,621,1099.289677
259.413041,361,1100.073179
290.02822,328,1100.568673
248.931108,460,1101.217057
203.158836,556,1102.010497
244.615476,348,1102.508757
257.034798,334,1102.994667
259.0571,463,1103.680728
214.332856,610,1104.540917
250.683774,329,1105.018356
193.647129,806,1106.170595
292.823904,368,1106.721215
267.713436,558,1107.515399
145.218811,839,1108.463716
215.156713,429,1108.668569
234.332365,458,1108.893795
209.252838,710,1109.23987
208.346219,539,1109.48903
221.824885,920,1111.16862
241.003669,433,1112.071326
227.75281,564,1113.011578
238.939496,408,1113.572887
188.323441,732,1114.603252
240.245442,544,1115.363583
230.756521,554,1116.14395
290.604272,354,1116.63847
258.732709,466,1117.302377
202.37923,914,1118.607467
-26.271482,1000,1119.943827
239.506851,482,1120.5857
200.92723,504,1121.27561
186.916638,590,1122.110751
215.083854,547,1123.094606
200.339722,445,1125.206707
220.399848,434,1125.407661
268.779925,281,1125.552506
171.055739,808,1125.919853
150.5698,997,1126.359858
292.789655,309,1126.82359
148.011339,940,1128.161319
257.996302,292,1128.570491
212.773325,546,1129.341837
1.520575,1000,1130.750575
267.977775,310,1131.169749
118.357416,916,1132.459466
275.581808,287,1132.874762
267.625396,388,1133.426676
258.118096,300,1133.885036
27.382801,1000,1135.531476
